Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
Pasanga 2 (Hindi),Hindi,7.4,2015.0,All,1,59,1-2 hrs
Maati,Bengali,7.3,2019.0,13+,2,2,2-3 hrs
Janmadata,Bengali,6.9,2017.0,13+,2,43,2-3 hrs
No.20 Madras Mail,Malayalam,7.7,1990.0,NR,2,49,2-3 hrs
Dharla Tar Chavatya,Marathi,7.7,1989.0,All,2,21,2-3 hrs
Shiva: The Tiny Men From Mountain,Hindi,,2020.0,7+,0,41,30-60 mins
Chandra Kumara,Kannada,7.4,1963.0,NR,2,28,2-3 hrs
Flashbacks of a Fool,English,6.8,2008.0,18+,1,53,1-2 hrs
Boochamma Boochodu,Telugu,4.3,2014.0,18+,2,5,2-3 hrs
Pengal,Tamil,,2000.0,18+,1,55,1-2 hrs
Escape From Taliban,Hindi,4.4,2003.0,13+,2,7,2-3 hrs
Dil Toh Baccha Hai Ji,Hindi,5.8,2011.0,18+,2,17,2-3 hrs
Pati Patni Aur Woh,Hindi,5.7,2019.0,16+,2,5,2-3 hrs
Down with Love,English,6.3,2003.0,18+,1,41,1-2 hrs
Chhota Bheem - Dholakpur To Khatmandu,Hindi,,2020.0,All,1,9,1-2 hrs
Zero Dark Thirty,English,7.4,2013.0,18+,2,37,2-3 hrs
Run,Bengali,6.7,2017.0,13+,2,32,2-3 hrs
Half Serious,Bengali,5.0,2017.0,13+,2,1,2-3 hrs
Dillagi,Hindi,5.3,1999.0,13+,3,2,>3 hrs
THE RULES OF ATTRACTION,English,6.7,2002.0,18+,1,50,1-2 hrs
Beluvalada Madilalli,Kannada,,1975.0,NR,2,17,2-3 hrs
Varnapakittu,Malayalam,5.8,1997.0,All,2,33,2-3 hrs
Rani Kasula Rangamma,Telugu,,1981.0,NR,1,54,1-2 hrs
Amar Deep,Hindi,6.8,,NR,2,28,2-3 hrs
Ina,Malayalam,5.9,1982.0,NR,2,6,2-3 hrs
Ganga Ki Saugand,Hindi,5.4,1978.0,All,2,22,2-3 hrs
Wake Up India,Hindi,6.5,2013.0,NR,1,58,1-2 hrs
Sasesham,Telugu,4.7,2012.0,18+,2,4,2-3 hrs
Jalebi - The Taste of Everlasting Love,Hindi,6.1,2018.0,13+,1,43,1-2 hrs
The Lost City of Z,Hindi,6.6,2017.0,13+,2,20,2-3 hrs
Bahurani,Hindi,6.4,,NR,2,13,2-3 hrs
Whistle,Telugu,6.7,2019.0,13+,2,57,2-3 hrs
The Grasslands Project - Life Out Here,English,,2020.0,13+,0,12,<30 mins
Okatavudaam,Telugu,,2015.0,NR,1,55,1-2 hrs
Teen Patti,Bengali,6.0,2014.0,13+,1,36,1-2 hrs
Dreamgirls,English,6.5,2006.0,13+,2,10,2-3 hrs
Mahaanta,Hindi,4.5,1997.0,13+,2,47,2-3 hrs
Shiva,Hindi,8.1,2006.0,18+,1,54,1-2 hrs
Khilona,Hindi,6.5,1970.0,All,2,40,2-3 hrs
Ratrir Tapasya,Bengali,,,NR,2,19,2-3 hrs
English Vs English,Bengali,,2018.0,13+,1,56,1-2 hrs
Beder Meye Josna,Bengali,6.3,2017.0,13+,2,37,2-3 hrs
Aa Kokila Nu Kaieenk Karo,Gujarati,,2011.0,All,2,18,2-3 hrs
Hichki,Hindi,7.5,2018.0,7+,1,56,1-2 hrs
Aliens Exposed,English,,2019.0,13+,0,0,<30 mins
The Myth of the American Sleepover,English,6.3,2010.0,16+,1,36,1-2 hrs
Attwadi Kaun,Punjabi,,2018.0,13+,0,49,30-60 mins
Ikkayude Shakadam,Malayalam,4.0,2019.0,13+,1,39,1-2 hrs
Alex,Telugu,,2005.0,NR,2,35,2-3 hrs
Bal Ganesh And The Pomzom Planet (Bengali),Bengali,,2017.0,All,1,19,1-2 hrs
Illali Korikalu,Telugu,,1982.0,NR,2,19,2-3 hrs
Yuvatha,Telugu,6.0,2008.0,13+,2,9,2-3 hrs
Subha Bibaha,Bengali,,1977.0,NR,1,32,1-2 hrs
Body Language,English,7.0,2020.0,13+,0,52,30-60 mins
Prema Sallapam,Telugu,,2006.0,NR,1,17,1-2 hrs
The Way,English,,2020.0,13+,1,12,1-2 hrs
Underworld Rise of the Lycans,Telugu,6.6,2009.0,18+,1,32,1-2 hrs
Meenakshi - Kannada,Kannada,,2017.0,NR,2,4,2-3 hrs
Pran Sajani,Bengali,,2017.0,13+,2,27,2-3 hrs
Bharat,Hindi,5.2,2019.0,13+,2,34,2-3 hrs
Faulad,Hindi,6.0,,NR,1,52,1-2 hrs
Mon Jaane Na,Bengali,,2019.0,13+,1,53,1-2 hrs
Kurrallu,Telugu,,2006.0,NR,1,25,1-2 hrs
Asterix: The Mansion of Gods,English,6.9,2014.0,7+,1,25,1-2 hrs
Me Yetoy..Chhota Pudhari,Marathi,,2018.0,13+,1,47,1-2 hrs
Jack the Giant Slayer,Hindi,6.2,2013.0,13+,1,54,1-2 hrs
Church of Saint Lazarus,English,,2020.0,13+,0,26,<30 mins
Woh Kaun Thi,Hindi,7.6,,18+,2,7,2-3 hrs
Apan Holo Par,Bengali,,2000.0,All,1,46,1-2 hrs
Qissa Panjab,Punjabi,7.4,2015.0,NR,1,33,1-2 hrs
The Smurfs 2,Hindi,5.3,2013.0,7+,1,44,1-2 hrs
Dattak,Hindi,7.5,2001.0,NR,1,59,1-2 hrs
Pati Param Guru,Bengali,,1991.0,NR,2,26,2-3 hrs
Airaa (Tamil),Tamil,4.7,2019.0,13+,2,17,2-3 hrs
Dwaraka,Telugu,4.9,2017.0,13+,2,17,2-3 hrs
Sanyasi Raja,Bengali,7.9,2017.0,13+,2,19,2-3 hrs
All Is Bright,English,5.6,2013.0,18+,1,47,1-2 hrs
Same Kind of Different as Me,English,6.6,2017.0,18+,1,59,1-2 hrs
Jangi,Bengali,,2013.0,NR,2,20,2-3 hrs
Fight Club,English,8.8,1999.0,13+,2,19,2-3 hrs
Kalla Kulla,Kannada,7.4,1975.0,NR,2,19,2-3 hrs
Atithee,Hindi,6.0,1978.0,NR,2,15,2-3 hrs
Diana,Malayalam,5.5,1990.0,NR,1,17,1-2 hrs
BHK Bhalla@Halla.Kom,Hindi,5.4,2016.0,13+,0,0,<30 mins
English Vinglish - Telugu,Telugu,,2012.0,NR,2,13,2-3 hrs
Bilambita Loy,Bengali,,1981.0,NR,1,49,1-2 hrs
Gamanam,Malayalam,,1994.0,NR,1,54,1-2 hrs
Anubhav - Bengali,Bengali,,1993.0,NR,2,8,2-3 hrs
Bhola Moira,Bengali,4.4,1977.0,NR,2,12,2-3 hrs
Days of Thunder,English,6.1,1990.0,13+,1,47,1-2 hrs
The Stolen Princess (Tamil),Tamil,6.1,2018.0,All,1,28,1-2 hrs
The Dark Knight Rises,Tamil,8.4,2012.0,13+,2,44,2-3 hrs
Ghost,Hindi,2.3,2012.0,18+,1,53,1-2 hrs
Pyaar Ke Side Effects,Hindi,6.7,2006.0,18+,0,0,<30 mins
Mighty Raju - The Champion Of Alaska,Hindi,,2019.0,All,0,60,>3 hrs
Udayam,Malayalam,7.0,1973.0,NR,2,28,2-3 hrs
Thirumagal,Tamil,,1971.0,NR,2,17,2-3 hrs
Manojder Adbhut Bari,Bengali,5.2,2020.0,13+,1,56,1-2 hrs
Sathya Mithya,Bengali,,2017.0,13+,2,42,2-3 hrs
"From ISS To Mars - Space, The Future Of The Earth?",English,,2019.0,13+,0,54,30-60 mins
The Theory of Everything,English,7.7,2015.0,16+,2,3,2-3 hrs
Aakhri Ghulam,Hindi,5.0,1989.0,NR,2,14,2-3 hrs
Steel Toes,English,6.1,2007.0,18+,1,30,1-2 hrs
Mission Kashmir,Hindi,6.7,2000.0,13+,2,30,2-3 hrs
Safe House,Hindi,6.7,2012.0,18+,1,54,1-2 hrs
Deep Jele Jaai,Bengali,,2017.0,13+,0,0,<30 mins
Goliyon Ki Raasleela Ram-Leela,Hindi,6.4,2013.0,NR,2,35,2-3 hrs
Aami Ashbo Phirey,Bengali,6.9,2018.0,18+,0,0,<30 mins
Transformers: Revenge of the Fallen,Telugu,6.0,2009.0,13+,2,29,2-3 hrs
Hum,Hindi,6.8,1991.0,All,2,48,2-3 hrs
Buno Haansh,Bengali,6.5,2014.0,13+,2,15,2-3 hrs
Rappakal,Malayalam,7.2,2005.0,All,2,17,2-3 hrs
Luv... Phir Kabhi,Hindi,,2014.0,NR,1,59,1-2 hrs
WHO,Malayalam,5.3,2018.0,13+,2,32,2-3 hrs
Kartoos,Hindi,5.1,1999.0,18+,2,6,2-3 hrs
Mission: Impossible III,English,6.9,2006.0,13+,2,5,2-3 hrs
Playing With Fire,English,5.1,2019.0,7+,1,35,1-2 hrs
Doctor Love,Malayalam,5.0,2011.0,All,2,37,2-3 hrs
Jagga Jagravan Joga,Punjabi,1.9,2020.0,13+,1,54,1-2 hrs
Vayasu Pasanga,Tamil,,2004.0,13+,2,12,2-3 hrs
Himapatha,Kannada,,1995.0,NR,2,20,2-3 hrs
The Death of Stalin,English,7.2,2018.0,18+,1,42,1-2 hrs
Babu,Hindi,,1985.0,NR,2,28,2-3 hrs
Criminal,English,6.3,2016.0,18+,1,48,1-2 hrs
Abduction Point,Bengali,5.6,2016.0,18+,1,22,1-2 hrs
Crown Heights,English,6.5,2017.0,18+,1,39,1-2 hrs
Shiva And The Wolf Boy,Hindi,,2020.0,7+,0,43,30-60 mins
If Something Happens,English,5.4,2018.0,18+,1,20,1-2 hrs
Sarkar 3,Hindi,4.9,2017.0,NR,2,10,2-3 hrs
Time,English,7.2,2020.0,16+,1,21,1-2 hrs
Kinara,Hindi,6.7,1977.0,NR,2,19,2-3 hrs
Aadhar,Marathi,4.8,2002.0,All,2,20,2-3 hrs
Marjaavaan,Hindi,3.5,2019.0,16+,2,13,2-3 hrs
Ankhiyon Ke Jharokhon Se,Hindi,7.1,1978.0,All,2,20,2-3 hrs
"Easy to Learn, Hard to Master The Fate of Atari",English,,2019.0,13+,1,49,1-2 hrs
Manivathoorile Aayiram Sivarathrikal,Malayalam,7.3,1987.0,All,2,14,2-3 hrs
Disko,English,,2019.0,13+,0,16,<30 mins
Raja Narasimha,Kannada,7.4,2003.0,NR,2,12,2-3 hrs
Sangrama,Kannada,3.2,1987.0,NR,2,18,2-3 hrs
Sasur Bari Zindabad,Bengali,,2017.0,13+,2,31,2-3 hrs
The Lazarus Effect - FKA Reawakenings,English,5.2,2015.0,13+,1,23,1-2 hrs
Life In A Year,English,,2021.0,13+,1,47,1-2 hrs
Capmaari,Tamil,3.3,2019.0,18+,2,6,2-3 hrs
Avasara Police 100,Tamil,6.6,1990.0,18+,2,23,2-3 hrs
Dinner for Schmucks,English,5.9,2010.0,18+,1,49,1-2 hrs
Adyashakti Mahamaya,Bengali,,1978.0,NR,1,53,1-2 hrs
The Mummy,Hindi,7.0,1999.0,18+,2,4,2-3 hrs
Ek Poshla Bristi,Bengali,,2019.0,13+,2,4,2-3 hrs
Gujjubhai Most Wanted,Gujarati,7.3,2018.0,All,2,21,2-3 hrs
Blumhouse's Fantasy Island,Tamil,4.9,2020.0,18+,1,49,1-2 hrs
Birth of the Dragon,Hindi,5.5,2017.0,13+,1,31,1-2 hrs
Ek Gadi Baki Anadi,Marathi,7.3,1989.0,All,2,14,2-3 hrs
Bidaay Byomkesh,Bengali,5.3,2019.0,13+,0,0,<30 mins
K.D.No.1,Telugu,4.9,1978.0,NR,2,31,2-3 hrs
Kuselan,Tamil,4.7,2008.0,All,2,38,2-3 hrs
Charlie's Angels,Hindi,4.8,2019.0,13+,1,58,1-2 hrs
"MARADONA, THE GOLDEN KID",English,,2020.0,13+,0,54,30-60 mins
Veerappan,Telugu,5.3,2016.0,18+,1,57,1-2 hrs
Kalank,Hindi,3.6,2019.0,13+,2,45,2-3 hrs
The Dark Knight,Tamil,9.0,2008.0,13+,2,32,2-3 hrs
Ahankaar,Hindi,5.9,1995.0,All,2,25,2-3 hrs
Banjara - The Truck Driver,Punjabi,4.2,2018.0,13+,2,10,2-3 hrs
Belaseshe,Bengali,8.5,2018.0,13+,2,21,2-3 hrs
His highness abdullah,Malayalam,7.9,1990.0,All,2,28,2-3 hrs
Bommarillu,Telugu,8.2,,NR,2,1,2-3 hrs
Kurukshetra,Kannada,6.0,1987.0,NR,2,13,2-3 hrs
Naram Garam,Hindi,7.4,1981.0,All,2,7,2-3 hrs
Dumb and Dumber To,Hindi,5.6,2014.0,18+,1,44,1-2 hrs
Alone,Hindi,3.7,2015.0,13+,1,58,1-2 hrs
Anaganaga Oka Ratri,Telugu,,2002.0,NR,1,51,1-2 hrs
Van Helsing,English,6.2,2004.0,13+,2,11,2-3 hrs
Ajab Karamat,Gujarati,,2007.0,All,1,46,1-2 hrs
Durgeshgorer Guptodhon,Bengali,6.6,2019.0,13+,2,11,2-3 hrs
Ernest Rides Again,English,5.0,1993.0,All,1,39,1-2 hrs
Velaiilla Pattadhari 2,Tamil,5.4,2017.0,All,0,0,<30 mins
13B: Fear Has a New Address,Hindi,7.3,2009.0,18+,2,24,2-3 hrs
Sunday,Hindi,5.3,2008.0,NR,2,10,2-3 hrs
Dil Dosti Etc,Hindi,7.0,2007.0,18+,1,44,1-2 hrs
The Caller,English,6.1,2011.0,18+,1,27,1-2 hrs
Mighty Raju,Hindi,3.3,2019.0,All,1,12,1-2 hrs
Ajj De Ranjhe,Punjabi,5.1,2012.0,13+,2,23,2-3 hrs
Muthal Echarikkai,Tamil,,1987.0,NR,1,20,1-2 hrs
Maherchi Maya,Marathi,,2005.0,All,2,30,2-3 hrs
Mere Baap Pehle Aap,Hindi,5.4,2008.0,All,2,37,2-3 hrs
Clear and Present Danger,English,6.9,1994.0,13+,2,21,2-3 hrs
Who’s Driving The Car?,English,,2019.0,13+,0,52,30-60 mins
Kuch Kuch Locha Hai,Hindi,2.5,2015.0,18+,2,15,2-3 hrs
Shangku Shelter,English,,2020.0,13+,0,53,30-60 mins
Raju Ban Gaya Gentleman,Hindi,6.8,1992.0,All,2,28,2-3 hrs
A Case of You,English,5.6,2014.0,18+,1,31,1-2 hrs
Anacondas: The Hunt for the Blood Orchid,Telugu,4.7,2004.0,16+,1,36,1-2 hrs
Vigilante,English,,2020.0,13+,0,54,30-60 mins
Race 3,Hindi,1.9,2018.0,13+,2,39,2-3 hrs
Ninnu Kori,Telugu,7.5,2017.0,All,2,16,2-3 hrs
Saajan,Hindi,7.2,1991.0,NR,0,0,<30 mins
Bewakoofiyaan,Hindi,5.5,2014.0,13+,1,57,1-2 hrs
Singari Bangari,Kannada,,1989.0,NR,2,5,2-3 hrs
Nomu,Telugu,7.9,1974.0,All,2,14,2-3 hrs
Muqaddar Ka Faisla,Hindi,5.0,1987.0,13+,2,51,2-3 hrs
Foto,Hindi,6.4,2007.0,All,1,26,1-2 hrs
Besharam,Hindi,3.6,2013.0,13+,2,21,2-3 hrs
One Night Stand,Hindi,3.1,2016.0,18+,1,37,1-2 hrs
Samrat Chandragupt,Hindi,6.1,,NR,1,45,1-2 hrs
Pasamulla Pandiyare,Tamil,,1997.0,NR,2,22,2-3 hrs
Aapne To Dhirubhai,Gujarati,6.0,2014.0,All,2,5,2-3 hrs
Greed,Hindi,5.7,2020.0,13+,1,44,1-2 hrs
Street Dancer 3D,Hindi,3.6,2020.0,13+,2,21,2-3 hrs
Stinking Heaven,English,6.0,2015.0,NR,1,10,1-2 hrs
John Honai,Malayalam,1.9,2015.0,All,2,1,2-3 hrs
Oculus,English,6.5,2014.0,18+,1,42,1-2 hrs
Amrit Kumbher Sandhane,Bengali,,2017.0,13+,2,9,2-3 hrs
The People's Girls,English,8.1,2019.0,13+,0,28,<30 mins
Mogra Phulaalaa,Marathi,6.6,2019.0,All,2,16,2-3 hrs
Dharma Devathai,Tamil,,1986.0,18+,2,17,2-3 hrs
Duranta Prem,Bengali,,1993.0,NR,2,31,2-3 hrs
Spider-Man (Feature),English,7.3,2002.0,13+,2,1,2-3 hrs
Vandhaan Vendraan,Tamil,3.9,2011.0,All,2,24,2-3 hrs
Jobs,English,5.9,2013.0,16+,2,7,2-3 hrs
Yeh Dillagi,Hindi,6.0,1994.0,All,2,34,2-3 hrs
Snow White & the Huntsman,English,6.1,2012.0,13+,2,7,2-3 hrs
Children of the Corn: Genesis,English,3.7,2011.0,18+,1,20,1-2 hrs
Naya Daur,Hindi,8.0,2007.0,All,2,35,2-3 hrs
Bawal,Bengali,4.6,2017.0,13+,1,57,1-2 hrs
The Angry Birds Movie,Hindi,6.3,2016.0,7+,1,37,1-2 hrs
Train to Pakistan,Hindi,6.9,1998.0,18+,1,47,1-2 hrs
Gali Thekey Rajpat,Bengali,,,NR,1,30,1-2 hrs
Shyamali,Bengali,6.8,,NR,2,2,2-3 hrs
Bala Bharatam,Telugu,6.5,1972.0,All,2,46,2-3 hrs
Kanne Vayusu,Telugu,,1973.0,NR,2,8,2-3 hrs
Soorarai Pottru (Tamil),Tamil,8.6,2020.0,16+,2,29,2-3 hrs
Om Jai Jagadish,Hindi,5.5,2002.0,NR,2,49,2-3 hrs
Bhaijaan Elo Re,Bengali,7.0,2018.0,All,2,38,2-3 hrs
DK Bose,Kannada,6.3,2019.0,All,1,53,1-2 hrs
PIRANHA 3DD,Telugu,3.7,2012.0,18+,1,19,1-2 hrs
Parvarish,Hindi,6.9,,All,2,9,2-3 hrs
Me Shivaji Park,Marathi,7.3,2018.0,13+,2,1,2-3 hrs
Jerry Maguire,English,7.3,1996.0,18+,2,18,2-3 hrs
Nocturne,English,5.7,2020.0,16+,1,30,1-2 hrs
Jackpot,Telugu,,2001.0,NR,2,8,2-3 hrs
Ghayal,Hindi,7.6,1990.0,18+,2,36,2-3 hrs
Aasai,Tamil,7.6,1995.0,13+,2,25,2-3 hrs
Black Box,English,6.2,2020.0,16+,1,40,1-2 hrs
Kaadhal Parisu,Tamil,6.1,1987.0,All,2,29,2-3 hrs
Aisa Yeh Jahaan,Hindi,6.6,2015.0,13+,2,6,2-3 hrs
English,Malayalam,5.8,2013.0,All,1,56,1-2 hrs
Bhokter Maa,Bengali,,2017.0,13+,2,45,2-3 hrs
Bham Bolenath,Telugu,6.6,2015.0,13+,1,54,1-2 hrs
Vodka Diaries,Hindi,5.6,2018.0,13+,1,48,1-2 hrs
Dil Jo Bhi Kahey,Hindi,,2005.0,All,2,17,2-3 hrs
Fantastic Beasts and Where to Find Them,Hindi,7.3,2016.0,13+,2,12,2-3 hrs
Freelancers,English,4.7,2020.0,13+,0,55,30-60 mins
Is Raat Ki Subah Nahin,Hindi,6.9,1996.0,18+,2,15,2-3 hrs
American Pastoral,English,6.1,2016.0,18+,1,44,1-2 hrs
Mee ani U,Marathi,,2013.0,All,1,53,1-2 hrs
Thirupathi,Kannada,6.3,2006.0,All,2,6,2-3 hrs
Rogue (Telugu),Telugu,,2017.0,13+,2,5,2-3 hrs
Kidnap,English,5.9,2017.0,16+,1,34,1-2 hrs
SkyBound,Tamil,4.7,2017.0,16+,1,21,1-2 hrs
Parineeta - Ashok Kumar,Hindi,,,NR,1,46,1-2 hrs
Charmurti,Bengali,7.1,1978.0,NR,1,58,1-2 hrs
Vendru Varuvaan,Tamil,,2016.0,All,1,53,1-2 hrs
Dohchay,Telugu,5.9,2015.0,All,2,16,2-3 hrs
The Captain,Hindi,6.2,2019.0,13+,1,46,1-2 hrs
Saawariya,Hindi,5.2,2007.0,13+,2,17,2-3 hrs
Kurmaiyan,Punjabi,5.6,2018.0,13+,2,20,2-3 hrs
Ponnana Vazhvu,Tamil,,1967.0,NR,2,17,2-3 hrs
Neal n Nikki,Hindi,3.2,2005.0,13+,1,41,1-2 hrs
Rathaavaram,Telugu,6.5,2017.0,13+,2,18,2-3 hrs
Keralida Simha,Kannada,8.5,1981.0,NR,2,44,2-3 hrs
Lalbaug Parel - Zali Mumbai Sonyachi,Marathi,7.2,2010.0,13+,2,26,2-3 hrs
Theri,Tamil,7.1,2016.0,All,2,30,2-3 hrs
Five Fingers,Malayalam,6.4,2005.0,NR,2,30,2-3 hrs
Heeron Ka Chor,Hindi,3.4,1982.0,NR,2,13,2-3 hrs
Annabelle Comes Home,Tamil,5.9,2019.0,18+,1,46,1-2 hrs
Dombivali Fast,Marathi,8.1,2010.0,All,1,42,1-2 hrs
Once More,Tamil,6.1,1997.0,All,2,40,2-3 hrs
Superman Returns,Telugu,6.0,2006.0,All,2,34,2-3 hrs
Harry Potter and the Half-Blood Prince,Hindi,7.6,2009.0,13+,2,33,2-3 hrs
Karimpoocha,Malayalam,,1981.0,NR,1,51,1-2 hrs
Goopy Bagha Phiray Elo,Bengali,7.8,1990.0,All,1,59,1-2 hrs
Half Ticket,Marathi,7.9,2016.0,13+,1,51,1-2 hrs
Egise Tarajuvvalu,Telugu,6.2,2017.0,All,1,35,1-2 hrs
One Shocking Moment,English,4.7,,NR,1,11,1-2 hrs
Tiger Zinda Hai,Hindi,5.9,2017.0,13+,2,38,2-3 hrs
Kiriti O Kalo Bhromor,Bengali,6.3,2019.0,13+,2,8,2-3 hrs
Sukh Dukkher Sonsar,Bengali,,2019.0,13+,2,35,2-3 hrs
Dying of the Light,English,4.5,2014.0,18+,1,33,1-2 hrs
Mosagallaku Mosagadu,Telugu,6.1,2015.0,13+,2,4,2-3 hrs
Bhalo Theko Ful,Bengali,,2019.0,13+,0,16,<30 mins
Palasa 1978,Telugu,7.5,2020.0,18+,2,21,2-3 hrs
Thittivasal,Tamil,7.1,2017.0,13+,1,47,1-2 hrs
Carpool,English,5.0,1996.0,All,1,29,1-2 hrs
NEURON,Kannada,3.3,2019.0,13+,2,10,2-3 hrs
Grant St. Shaving Co.,English,6.4,2011.0,13+,0,15,<30 mins
Kinnaripuzhayoram,Malayalam,6.8,1994.0,NR,2,3,2-3 hrs
Picnic,Malayalam,7.1,1975.0,NR,2,20,2-3 hrs
Oonche Log,Hindi,6.1,,NR,2,18,2-3 hrs
Amar Prem,Hindi,8.2,1972.0,All,2,25,2-3 hrs
Heyy Babyy,Hindi,6.0,2007.0,NR,2,23,2-3 hrs
Sonar Sansar,Bengali,,2017.0,13+,2,43,2-3 hrs
Ranga Bou,Bengali,4.8,1999.0,NR,2,20,2-3 hrs
The Bourne Identity,English,7.9,2002.0,13+,1,58,1-2 hrs
Paisa Paisa,Marathi,6.3,2016.0,All,1,43,1-2 hrs
Basilica of Jesus Adolescent,English,,2020.0,13+,0,26,<30 mins
Red Wine,Malayalam,5.3,2011.0,All,2,7,2-3 hrs
Salt N Pepper,Malayalam,7.4,2011.0,All,1,55,1-2 hrs
Yaraana,Hindi,4.7,1995.0,All,2,4,2-3 hrs
Jackpot (Telugu),Telugu,,2019.0,All,2,9,2-3 hrs
Man of Steel (2013),English,7.0,2013.0,13+,2,22,2-3 hrs
The Taking of Tiger Mountain,Tamil,6.4,2014.0,18+,2,17,2-3 hrs
Kencho Khoondte Keute,Bengali,7.2,1993.0,NR,2,35,2-3 hrs
Sunayana,Hindi,5.9,1979.0,NR,2,11,2-3 hrs
Emerald Cities,English,6.2,1983.0,NR,1,30,1-2 hrs
Raincoat,Hindi,7.6,2017.0,13+,1,57,1-2 hrs
Bellary Naga,Kannada,7.1,2009.0,All,2,12,2-3 hrs
Let'S Share The Moon,Hindi,,2018.0,All,0,20,<30 mins
The Professor,English,6.7,2019.0,18+,1,31,1-2 hrs
Prithvi Vallabh,Hindi,7.8,,NR,1,57,1-2 hrs
The Lodge,Tamil,6.1,2020.0,18+,1,48,1-2 hrs
Hotel California,Malayalam,6.2,2013.0,13+,2,16,2-3 hrs
Annai Oru Aalayam,Tamil,7.0,1979.0,All,2,1,2-3 hrs
Mon Niye,Bengali,6.8,2017.0,13+,2,20,2-3 hrs
Alexander the Last,English,5.2,2009.0,18+,1,12,1-2 hrs
Antariksham 9000KMPH,Telugu,6.0,2018.0,13+,2,19,2-3 hrs
Sanam Teri Kasam,Hindi,7.4,2016.0,NR,2,33,2-3 hrs
Megh Bristi Aalo,Bengali,,2010.0,NR,0,0,<30 mins
Oorantha Sankranthi,Telugu,,1983.0,NR,2,23,2-3 hrs
Aajcha Divas Majha,Marathi,7.7,2013.0,All,2,6,2-3 hrs
Ghatkali,Bengali,6.6,2017.0,13+,1,57,1-2 hrs
"Khakee (Theeran Adhigaaram Ondru, Tamil)",Telugu,,2017.0,13+,2,36,2-3 hrs
Suspiria,English,6.8,2018.0,18+,2,32,2-3 hrs
Tubelight,Hindi,3.9,2017.0,All,2,10,2-3 hrs
I Love You,Bengali,4.7,2017.0,13+,2,37,2-3 hrs
Andala Rakshasi,Telugu,7.1,2012.0,13+,2,25,2-3 hrs
Holy Angels,English,8.1,2020.0,13+,0,14,<30 mins
Penguin (Telugu),Telugu,4.6,2020.0,18+,2,12,2-3 hrs
Steve and Maggie - Fan Favourites (Vol. 1),English,,2020.0,All,0,44,30-60 mins
Thalsamayam Oru Penkutty,Malayalam,3.8,2012.0,All,2,51,2-3 hrs
Dirty,English,5.6,2005.0,18+,1,36,1-2 hrs
The Dark Knight,Telugu,9.0,2008.0,13+,2,32,2-3 hrs
Love Story Ma Locho Padyo,Gujarati,,2017.0,All,2,17,2-3 hrs
Gujjubhai Ni Golmaal,Gujarati,,2015.0,13+,2,25,2-3 hrs
ABHIMAAN,Bengali,6.2,2016.0,All,2,19,2-3 hrs
Appa Ani Bappa,Marathi,7.5,2019.0,All,2,17,2-3 hrs
Deiva Thirumagal,Tamil,8.1,2011.0,NR,2,39,2-3 hrs
Majhli Didi,Hindi,7.6,,NR,1,57,1-2 hrs
Tu Aavish To Kharo Ne,Gujarati,,2018.0,13+,0,0,<30 mins
Nilkanth Master,Marathi,5.8,2015.0,All,1,54,1-2 hrs
Allari Pilla,Telugu,6.9,1992.0,NR,2,14,2-3 hrs
"Fried Fish, Chicken Soup and a Premiere Show",English,,2020.0,13+,1,30,1-2 hrs
Taranisen Badh,Bengali,,,NR,1,54,1-2 hrs
Anbe Anbe,Tamil,4.9,2003.0,All,2,20,2-3 hrs
Night Tide,English,6.4,,13+,1,26,1-2 hrs
The Expendables,English,6.5,2010.0,18+,1,39,1-2 hrs
Tumbbad,Hindi,8.3,2018.0,18+,1,44,1-2 hrs
Tungabhadra,Telugu,5.8,2015.0,18+,0,0,<30 mins
Bokya Satbande,Marathi,7.6,2009.0,All,2,5,2-3 hrs
Heroes,Hindi,7.5,2008.0,NR,2,17,2-3 hrs
Bal Ganesh 2 (Marathi),Marathi,,2009.0,All,1,13,1-2 hrs
Fight Hate with Love,English,,2020.0,13+,1,18,1-2 hrs
Manikarnika: The Queen of Jhansi,Telugu,6.4,2019.0,16+,2,20,2-3 hrs
Veeru,Kannada,,2006.0,NR,1,57,1-2 hrs
Kanwarlal,Hindi,4.6,1988.0,13+,2,29,2-3 hrs
Devaraya,Telugu,3.6,2012.0,13+,2,8,2-3 hrs
The Landlord,Malayalam,5.4,2017.0,16+,1,26,1-2 hrs
Wild Things 2,Hindi,4.6,2004.0,18+,1,34,1-2 hrs
Tansen,Hindi,7.5,,NR,1,54,1-2 hrs
Palatak,Bengali,8.2,2017.0,13+,2,13,2-3 hrs
The Town (2010),English,7.5,2010.0,18+,2,4,2-3 hrs
The Meg,Telugu,5.6,2018.0,13+,1,53,1-2 hrs
Monster Trucks,English,5.7,2017.0,NR,1,44,1-2 hrs
Shubh Mangal Savdhan,Marathi,5.7,2006.0,All,2,33,2-3 hrs
LAW,Kannada,5.6,2020.0,16+,0,0,<30 mins
Attract Any Woman Anywhere,English,5.0,2020.0,13+,0,51,30-60 mins
Last Vegas,English,6.6,2013.0,13+,1,40,1-2 hrs
Stri,Telugu,7.8,1995.0,NR,1,28,1-2 hrs
Last Chance,Hindi,,2009.0,NR,1,20,1-2 hrs
Shadaa,Punjabi,6.3,2019.0,All,2,7,2-3 hrs
